Frame,Frame_Start,Frame_User,Frame_End,Frame_End_Debug,Frame_End_Prepare,Frame_End_Render,Frame_End_Render_GetTexture,Frame_End_Render_EncodeCommands,Frame_End_Render_QueueSubmit,Frame_End_Render_Present,
3.933,0.119,0.000,3.651,0.002,0.297,3.250,0.074,0.523,0.372,2.267,
4.094,0.122,0.000,3.811,0.002,0.297,3.410,0.071,0.527,0.374,2.423,
3.915,0.119,0.000,3.632,0.003,0.297,3.231,0.070,0.524,0.403,2.219,
11.903,0.119,0.000,11.622,0.002,0.299,11.217,0.068,0.575,0.374,10.183,
4.827,0.133,0.000,4.529,0.002,0.305,4.134,0.063,0.530,0.374,3.150,
3.948,0.131,0.000,3.655,0.002,0.296,3.256,0.066,0.569,0.371,2.234,
3.835,0.121,0.000,3.515,0.003,0.302,3.107,0.067,0.537,0.376,2.112,
4.236,0.129,0.000,3.943,0.003,0.296,3.543,0.078,0.525,0.379,2.545,
3.893,0.123,0.000,3.607,0.003,0.298,3.208,0.066,0.531,0.380,2.215,
11.866,0.120,0.000,11.584,0.002,0.295,11.187,0.071,0.524,0.414,10.162,
4.856,0.121,0.000,4.572,0.002,0.297,4.175,0.066,0.528,0.378,3.188,
3.918,0.119,0.000,3.636,0.002,0.298,3.234,0.067,0.521,0.409,2.221,
3.912,0.121,0.000,3.629,0.002,0.297,3.226,0.069,0.582,0.370,2.188,
3.977,0.120,0.000,3.693,0.002,0.342,3.253,0.069,0.529,0.369,2.271,
3.910,0.122,0.000,3.625,0.003,0.298,3.232,0.065,0.531,0.376,2.245,
11.827,0.120,0.000,11.544,0.002,0.299,11.145,0.066,0.531,0.369,10.162,
4.822,0.121,0.000,4.539,0.002,0.296,4.099,0.068,0.529,0.369,3.118,
3.911,0.122,0.000,3.626,0.003,0.298,3.225,0.068,0.525,0.371,2.245,
3.903,0.134,0.000,3.606,0.003,0.298,3.206,0.066,0.520,0.370,2.235,
3.932,0.120,0.000,3.650,0.003,0.296,3.249,0.069,0.526,0.412,2.226,
3.933,0.121,0.000,3.650,0.003,0.295,3.258,0.106,0.531,0.374,2.231,
11.904,0.157,0.000,11.585,0.002,0.297,11.183,0.070,0.525,0.372,10.201,
4.793,0.120,0.000,4.511,0.003,0.296,4.120,0.068,0.521,0.413,3.102,
3.922,0.156,0.000,3.603,0.002,0.296,3.205,0.068,0.529,0.379,2.212,
3.963,0.121,0.000,3.679,0.002,0.298,3.277,0.074,0.525,0.438,2.224,
3.929,0.121,0.000,3.644,0.002,0.295,3.245,0.067,0.559,0.368,2.235,
3.929,0.120,0.000,3.647,0.003,0.297,3.245,0.067,0.524,0.405,2.233,
11.771,0.118,0.000,11.490,0.002,0.300,11.084,0.068,0.583,0.390,10.028,
4.379,0.144,0.000,4.069,0.003,0.308,3.671,0.068,0.544,0.378,2.664,
3.551,0.112,0.000,3.275,0.003,0.304,2.884,0.068,0.533,0.425,1.843,
3.814,0.109,0.000,3.541,0.002,0.301,3.147,0.065,0.531,0.417,2.118,
4.315,0.131,0.000,4.022,0.002,0.304,3.627,0.066,0.577,0.369,2.600,
3.857,0.137,0.000,3.558,0.003,0.302,3.166,0.063,0.533,0.370,2.183,
3.896,0.144,0.000,3.589,0.003,0.302,3.198,0.067,0.524,0.371,2.219,
4.086,0.117,0.000,3.807,0.002,0.296,3.409,0.065,0.526,0.368,2.435,
12.594,0.114,0.000,12.316,0.002,0.292,11.899,0.057,0.508,0.375,10.945,
3.428,0.119,0.000,3.146,0.003,0.302,2.751,0.063,0.530,0.357,1.785,
3.525,0.117,0.000,3.245,0.002,0.306,2.852,0.065,0.526,0.356,1.889,
3.532,0.108,0.000,3.262,0.002,0.297,2.872,0.063,0.530,0.366,1.897,
3.520,0.118,0.000,3.238,0.002,0.301,2.800,0.064,0.531,0.403,1.787,
3.489,0.118,0.000,3.210,0.002,0.297,2.774,0.065,0.544,0.399,1.750,
3.520,0.118,0.000,3.240,0.002,0.298,2.804,0.063,0.575,0.357,1.794,
10.664,0.119,0.000,10.382,0.003,0.301,9.993,0.064,0.572,0.358,8.984,
4.291,0.114,0.000,4.014,0.003,0.341,3.580,0.065,0.533,0.359,2.606,
3.508,0.118,0.000,3.227,0.002,0.299,2.787,0.064,0.541,0.361,1.805,
3.518,0.117,0.000,3.239,0.002,0.299,2.847,0.063,0.525,0.360,1.882,
3.706,0.118,0.000,3.421,0.003,0.299,2.982,0.063,0.533,0.358,2.012,
3.449,0.119,0.000,3.166,0.003,0.301,2.779,0.065,0.527,0.356,1.815,
3.492,0.120,0.000,3.210,0.002,0.295,2.779,0.067,0.532,0.360,1.804,
3.601,0.115,0.000,3.323,0.002,0.300,2.931,0.067,0.529,0.367,1.951,
10.749,0.131,0.000,10.455,0.002,0.302,10.059,0.067,0.529,0.404,9.045,
4.323,0.118,0.000,4.041,0.003,0.298,3.657,0.106,0.531,0.362,2.642,
3.514,0.118,0.000,3.234,0.002,0.299,2.843,0.062,0.531,0.367,1.867,
3.621,0.111,0.000,3.347,0.002,0.301,2.953,0.064,0.524,0.372,1.977,
3.401,0.181,0.000,3.055,0.002,0.300,2.668,0.074,0.531,0.370,1.678,
3.611,0.139,0.000,3.308,0.002,0.296,2.917,0.066,0.531,0.364,1.941,
3.468,0.119,0.000,3.186,0.002,0.300,2.793,0.065,0.599,0.379,1.732,
