Frame,Frame_Start,Frame_User,Frame_End,Frame_End_Debug,Frame_End_Prepare,Frame_End_Render,Frame_End_Render_GetTexture,Frame_End_Render_EncodeCommands,Frame_End_Render_QueueSubmit,Frame_End_Render_Present,
3.159,0.173,0.000,2.749,0.004,0.466,2.172,0.073,0.542,0.466,1.074,
2.891,0.134,0.000,2.450,0.004,0.461,1.875,0.068,0.544,0.357,0.889,
2.929,0.139,0.000,2.557,0.004,0.504,1.937,0.070,0.531,0.357,0.960,
2.893,0.136,0.000,2.523,0.004,0.487,1.920,0.069,0.572,0.357,0.904,
11.424,0.132,0.000,11.059,0.004,0.461,10.485,0.070,0.532,0.402,9.463,
3.682,0.137,0.000,3.272,0.004,0.502,2.654,0.069,0.543,0.358,1.667,
2.868,0.136,0.000,2.498,0.004,0.459,1.929,0.063,0.534,0.364,0.951,
2.931,0.139,0.000,2.522,0.004,0.474,1.931,0.070,0.540,0.371,0.931,
2.987,0.139,0.000,2.615,0.004,0.501,1.998,0.073,0.536,0.370,1.001,
2.948,0.138,0.000,2.574,0.004,0.471,1.993,0.126,0.540,0.368,0.940,
2.927,0.126,0.000,2.567,0.004,0.466,1.993,0.069,0.582,0.358,0.965,
11.447,0.134,0.000,11.077,0.004,0.488,10.473,0.068,0.536,0.403,9.448,
3.609,0.186,0.000,3.149,0.004,0.463,2.571,0.073,0.546,0.359,1.575,
2.934,0.253,0.000,2.446,0.004,0.464,1.868,0.070,0.540,0.359,0.881,
2.928,0.132,0.000,2.563,0.004,0.528,1.923,0.068,0.541,0.363,0.933,
2.972,0.179,0.000,2.558,0.004,0.499,1.943,0.067,0.536,0.361,0.961,
2.921,0.135,0.000,2.552,0.004,0.488,1.943,0.071,0.578,0.358,0.918,
2.927,0.133,0.000,2.560,0.004,0.460,1.986,0.072,0.534,0.405,0.958,
2.858,0.132,0.000,2.492,0.004,0.477,1.903,0.067,0.537,0.352,0.929,
11.451,0.134,0.000,11.108,0.004,0.488,10.495,0.080,0.615,0.420,9.360,
3.695,0.121,0.000,3.333,0.004,0.512,2.719,0.119,0.604,0.394,1.583,
2.825,0.101,0.000,2.505,0.004,0.444,1.975,0.056,0.488,0.223,1.193,
3.266,0.097,0.000,2.963,0.004,0.413,2.433,0.049,0.430,0.318,1.624,
2.876,0.137,0.000,2.524,0.005,0.512,1.890,0.097,0.776,0.480,0.517,
2.873,0.124,0.000,2.509,0.004,0.488,1.914,0.074,0.484,0.283,1.055,
11.655,0.097,0.000,11.344,0.004,0.403,10.854,0.054,0.412,0.326,10.046,
3.582,0.205,0.000,3.139,0.005,0.542,2.484,0.078,0.545,0.467,1.375,
2.953,0.136,0.000,2.538,0.004,0.468,1.946,0.081,0.543,0.360,0.944,
2.941,0.137,0.000,2.568,0.004,0.538,1.906,0.072,0.549,0.370,0.897,
2.928,0.136,0.000,2.556,0.004,0.466,1.966,0.137,0.546,0.363,0.898,
3.012,0.138,0.000,2.639,0.004,0.471,2.043,0.079,0.603,0.360,0.981,
2.812,0.140,0.000,2.436,0.004,0.458,1.855,0.077,0.544,0.416,0.802,
11.946,0.136,0.000,11.575,0.004,0.487,10.952,0.079,0.543,0.366,9.946,
3.719,0.173,0.000,3.254,0.004,0.478,2.640,0.079,0.569,0.400,1.574,
2.981,0.150,0.000,2.593,0.004,0.484,1.982,0.082,0.554,0.382,0.946,
3.783,0.212,0.000,3.288,0.004,0.464,2.720,0.076,0.553,0.376,1.696,
3.462,0.090,0.000,3.133,0.004,0.498,2.514,0.082,0.552,0.381,1.482,
3.526,0.135,0.000,3.151,0.004,0.463,2.564,0.075,0.554,0.371,1.546,
3.511,0.144,0.000,3.127,0.005,0.476,2.528,0.079,0.557,0.376,1.498,
3.284,0.142,0.000,2.903,0.004,0.479,2.299,0.071,0.548,0.365,1.297,
3.650,0.235,0.000,3.180,0.004,0.463,2.595,0.073,0.557,0.376,1.570,
3.566,0.140,0.000,3.190,0.004,0.481,2.581,0.085,0.544,0.377,1.559,
11.473,0.137,0.000,11.100,0.004,0.464,10.507,0.080,0.549,0.379,9.480,
3.540,0.177,0.000,3.067,0.007,0.721,2.206,0.083,0.717,0.487,0.898,
3.095,0.157,0.000,2.656,0.006,0.496,2.044,0.077,0.506,0.238,1.206,
2.934,0.148,0.000,2.552,0.004,0.507,1.918,0.079,0.552,0.461,0.809,
2.923,0.137,0.000,2.550,0.004,0.474,1.946,0.085,0.594,0.364,0.886,
2.924,0.140,0.000,2.548,0.004,0.463,1.961,0.084,0.602,0.359,0.896,
11.580,0.137,0.000,11.208,0.004,0.477,10.603,0.076,0.540,0.439,9.529,
3.615,0.167,0.000,3.174,0.004,0.464,2.590,0.072,0.552,0.357,1.590,
2.920,0.204,0.000,2.481,0.004,0.480,1.883,0.074,0.574,0.361,0.856,
2.958,0.146,0.000,2.577,0.004,0.492,1.956,0.079,0.548,0.368,0.944,
2.908,0.138,0.000,2.513,0.004,0.508,1.876,0.076,0.546,0.362,0.874,
2.945,0.135,0.000,2.576,0.004,0.461,1.991,0.084,0.607,0.364,0.917,
12.369,0.211,0.000,11.921,0.004,0.489,11.328,0.065,0.583,0.264,10.400,
2.840,0.146,0.000,2.459,0.004,0.473,1.871,0.083,0.551,0.467,0.752,
3.002,0.109,0.000,2.677,0.004,0.405,2.182,0.049,0.454,0.214,1.453,
2.930,0.243,0.000,2.452,0.004,0.497,1.837,0.074,0.550,0.457,0.738,
2.921,0.195,0.000,2.490,0.004,0.512,1.849,0.071,0.547,0.366,0.846,
2.978,0.145,0.000,2.598,0.004,0.470,1.942,0.078,0.548,0.365,0.933,
11.535,0.129,0.000,11.171,0.004,0.480,10.563,0.080,0.600,0.377,9.487,
3.543,0.202,0.000,3.103,0.004,0.464,2.519,0.075,0.554,0.370,1.502,
2.788,0.137,0.000,2.416,0.004,0.479,1.819,0.082,0.549,0.377,0.792,
3.085,0.274,0.000,2.593,0.005,0.411,2.089,0.059,0.464,0.223,1.325,
2.972,0.133,0.000,2.566,0.004,0.467,1.971,0.082,0.545,0.458,0.868,
2.913,0.171,0.000,2.507,0.004,0.503,1.886,0.073,0.544,0.362,0.890,
11.391,0.175,0.000,10.982,0.004,0.503,10.353,0.122,0.554,0.368,9.287,
3.664,0.137,0.000,3.290,0.004,0.461,2.724,0.079,0.553,0.254,1.820,
2.833,0.135,0.000,2.464,0.004,0.480,1.870,0.086,0.550,0.479,0.736,
6.796,0.105,0.000,6.477,0.004,0.406,5.974,0.046,0.433,0.212,5.270,
3.080,0.136,0.000,2.708,0.005,0.473,2.102,0.082,0.546,0.457,0.960,
2.880,0.303,0.000,2.339,0.005,0.466,1.742,0.099,0.547,0.379,0.700,
2.902,0.136,0.000,2.521,0.004,0.503,1.883,0.073,0.549,0.362,0.882,
7.930,0.139,0.000,7.557,0.004,0.511,6.902,0.080,0.547,0.363,5.896,
3.611,0.243,0.000,3.131,0.005,0.491,2.524,0.070,0.556,0.359,1.521,
2.773,0.142,0.000,2.397,0.004,0.466,1.823,0.077,0.546,0.365,0.818,
3.063,0.110,0.000,2.739,0.004,0.425,2.217,0.050,0.435,0.211,1.507,
2.941,0.210,0.000,2.497,0.004,0.464,1.914,0.083,0.545,0.447,0.821,
2.939,0.156,0.000,2.548,0.004,0.542,1.888,0.076,0.549,0.363,0.883,
2.936,0.139,0.000,2.563,0.004,0.466,1.881,0.081,0.541,0.365,0.876,
11.563,0.140,0.000,11.189,0.004,0.474,10.595,0.077,0.599,0.375,9.525,
3.622,0.242,0.000,3.144,0.004,0.465,2.556,0.076,0.551,0.363,1.548,
2.845,0.200,0.000,2.408,0.004,0.471,1.815,0.082,0.552,0.371,0.792,
3.026,0.117,0.000,2.692,0.005,0.409,2.190,0.049,0.450,0.211,1.466,
2.938,0.159,0.000,2.491,0.005,0.467,1.903,0.078,0.549,0.459,0.800,
2.909,0.158,0.000,2.517,0.004,0.513,1.877,0.073,0.548,0.364,0.873,
11.576,0.139,0.000,11.201,0.004,0.499,10.591,0.172,0.545,0.369,9.487,
3.622,0.168,0.000,3.215,0.005,0.472,2.624,0.080,0.545,0.375,1.607,
2.912,0.136,0.000,2.538,0.004,0.476,1.933,0.081,0.551,0.378,0.903,
2.971,0.145,0.000,2.591,0.004,0.496,1.963,0.082,0.547,0.368,0.946,
2.888,0.156,0.000,2.497,0.004,0.459,1.908,0.084,0.543,0.363,0.901,
2.984,0.193,0.000,2.506,0.004,0.483,1.906,0.073,0.548,0.373,0.894,
11.657,0.146,0.000,11.276,0.004,0.511,10.628,0.077,0.548,0.366,9.618,
